Price,Bedrooms,Bathrooms,SquareFeet,YearBuilt,GarageSpaces,LotSize,ZipCode,CrimeRate,SchoolRating
653306,4,2.0,2364,1949,3,0.84,32586,9.43,4
715020,2,2.0,840,1983,1,1.12,43545,63.74,2
999684,3,2.0,3712,2022,2,1.09,12566,67.0,9
892438,2,3.5,4649,1984,2,1.75,86489,59.8,8
999684,2,3.5,2881,1980,0,1.89,75355,42.54,3
919132,3,2.0,1373,1982,2,0.6,41696,57.3,2
157936,3,1.0,2296,1924,3,1.12,82940,33.9,7
999684,2,2.0,2157,1967,1,1.42,77117,28.86,6
149926,2,2.0,1491,1961,0,1.88,89602,20.64,4
999684,3,2.0,4089,1974,1,1.45,50735,20.94,4
999684,5,2.0,4745,1967,0,1.22,83375,64.59,4
353283,3,2.0,1684,1976,2,1.42,60637,41.57,8
739989,4,2.0,4286,1951,2,1.42,32129,29.7,9
437348,1,2.0,4168,1965,3,0.56,40845,10.11,9
719124,3,2.5,4997,1918,1,1.16,89449,68.64,3
700863,1,3.0,4291,1951,2,1.85,76500,80.12,5
999684,1,1.5,1270,2013,1,0.95,20739,19.84,9
999684,2,3.5,4649,1974,1,1.13,68172,45.73,3
999684,5,1.5,3356,1962,0,0.93,12673,22.47,3
629170,4,1.0,2714,2022,1,0.11,41171,45.24,7
653365,3,3.0,3453,1914,1,1.07,99179,66.82,4
126200,1,1.5,1652,1923,2,1.22,20624,95.91,1
527196,3,2.5,3539,2022,1,0.78,76764,36.45,3
999684,3,1.0,1488,1964,2,0.44,62930,69.47,8
999684,3,3.5,2778,1954,1,0.58,44608,70.17,6
289083,1,3.0,3880,1919,1,1.47,59649,44.97,1
517777,2,1.0,2636,1979,2,2.0,92456,82.72,3
876950,3,1.0,3231,1982,2,1.81,29689,39.89,9
894708,4,4.0,3987,1923,2,0.33,73503,61.86,5
496074,1,2.0,3743,1957,1,1.52,82660,32.81,4
777172,3,1.5,1088,1950,1,0.7,52124,64.62,5
651677,3,1.0,3760,1972,1,0.75,17587,61.73,6
701014,4,2.0,3101,1922,1,0.81,13527,83.5,4
999684,4,2.5,3619,2008,1,1.44,43067,99.71,9
897613,4,3.0,4685,1995,3,1.58,61538,75.69,4
538688,2,1.0,1280,1949,0,1.01,79499,68.63,8
676286,1,1.0,1138,1955,1,1.02,47455,38.07,9
657834,2,3.0,840,1958,1,1.31,30243,0.19,6
551280,4,3.5,2765,1934,1,1.37,42693,86.7,2
751246,5,1.0,4997,1947,1,1.7,79231,99.71,6
999684,4,3.5,3277,1953,2,0.37,84648,58.33,4
999684,4,2.5,1822,2021,0,1.07,42059,20.35,7
682588,4,3.5,2841,1997,3,0.48,68867,88.99,6
896172,2,2.5,929,1996,2,1.03,82778,81.14,5
596879,3,1.0,1720,1976,0,0.94,85477,0.19,2
999684,5,2.5,4242,1922,0,1.03,65283,53.36,1
767215,2,3.5,1304,1961,0,0.63,73853,56.31,3
980166,5,1.5,4997,1997,1,0.26,30001,3.13,7
964364,3,2.0,2978,1917,3,0.11,12700,18.26,8
189803,5,2.5,3881,1985,2,0.99,60157,80.75,4
339641,1,1.0,2014,2022,0,0.83,28085,51.33,3
397714,4,4.0,4343,2001,1,0.69,73883,21.97,6
999684,2,1.5,3639,2013,1,1.77,68147,30.05,7
999684,1,3.0,2746,1970,2,0.6,23339,14.74,7
999684,3,2.5,3736,1997,0,1.83,25834,51.49,6
999684,4,3.5,3167,1937,1,1.94,86620,70.98,9
999684,2,3.0,3351,1991,1,0.11,39543,83.2,8
154857,1,2.5,1943,1986,0,1.11,45930,30.09,2
552496,3,1.5,3065,1973,2,0.84,51074,39.13,1
472288,3,3.0,2735,2010,2,0.11,70673,63.75,2
537477,4,1.0,2875,1943,2,0.28,39044,76.75,8
635633,4,3.0,2598,1956,2,1.48,88673,59.99,1
624854,3,1.5,3620,1966,1,2.0,44905,85.81,6
176060,5,3.5,4997,1925,2,1.55,64004,99.71,5
999684,3,2.5,4460,1971,2,1.23,72761,2.39,2
282209,2,3.0,1205,1902,2,1.05,81484,93.05,6
956872,1,2.5,3885,2000,1,1.97,93725,86.71,5
999684,3,1.0,2683,1964,1,2.0,98333,15.48,7
397547,2,1.5,3421,1944,2,0.74,79105,62.67,1
144964,4,3.0,2339,1932,3,0.11,36012,67.63,3
693379,4,2.5,3590,1954,2,0.11,73696,17.94,3
999684,1,3.5,2721,1987,1,1.77,88513,47.56,7
999684,3,3.0,1291,1982,1,1.03,31694,53.82,4
354073,4,1.5,4146,1937,1,1.16,54388,18.23,8
999684,5,2.0,4997,1932,3,0.11,92368,39.56,4
624047,4,2.5,3212,1986,1,0.65,42835,89.66,6
844741,4,1.0,4997,1936,3,0.9,77398,97.78,9
999684,3,4.0,2836,1965,1,1.17,28186,17.55,1
242101,4,3.0,4434,1967,2,0.84,39545,0.19,5
768443,5,3.5,1566,1974,2,0.5,54391,84.94,5
999684,1,1.0,4291,1993,1,0.64,83855,99.71,3
999684,2,3.5,4489,1917,1,1.71,55788,74.56,5
727692,2,4.0,2365,1902,3,1.19,38401,41.06,6
746076,4,1.5,1208,1942,3,1.39,68611,18.12,3
740318,5,3.0,4122,2022,2,0.57,22202,67.08,5
748108,2,2.5,982,2022,2,0.11,73368,79.68,2
717496,1,1.0,2877,2022,2,0.78,95658,30.32,5
999684,2,3.0,3195,1956,3,0.59,43135,57.24,8
586894,4,3.0,2297,1902,2,1.25,98121,36.8,8
992801,4,2.0,4758,1902,2,2.0,73535,71.03,8
868687,4,3.5,4382,1940,0,1.44,24897,0.19,5
999684,3,1.0,4227,1955,1,2.0,31291,60.74,4
812379,1,1.0,2357,2009,0,1.37,63408,38.78,7
159611,4,2.5,1732,1994,3,0.72,83830,99.71,8
999684,2,2.5,3871,1971,0,1.25,64093,58.3,5
450797,5,2.0,3456,1930,1,2.0,14507,69.7,9
483660,4,3.0,1762,1928,0,2.0,38854,22.17,7
615595,2,3.0,4317,1972,1,0.75,25475,42.95,4
999684,2,3.0,4649,1988,1,1.2,54905,60.68,4
174798,3,2.5,3013,1977,3,0.29,89870,38.97,5
999684,3,3.0,4997,1925,2,1.51,94366,42.35,1
999684,5,2.0,3887,1986,1,1.9,94285,56.89,4
951605,3,4.0,2609,1978,3,1.08,50185,0.19,8
715496,2,1.5,1952,1924,2,0.7,74398,34.22,9
988040,5,4.0,4997,1934,2,1.25,86593,72.03,6
978733,3,2.5,2132,1987,0,1.29,36427,37.99,6
999684,4,1.0,4298,1954,0,1.1,65535,99.71,4
965315,2,3.5,2037,2020,1,1.16,86572,51.93,3
877445,3,2.5,2513,1981,2,0.97,73690,0.19,7
738871,3,3.0,4292,1945,2,1.6,24060,62.1,4
728975,1,3.5,1893,1962,3,1.46,60641,18.92,9
735233,5,3.0,3296,1965,2,0.53,23607,59.11,6
999684,5,2.0,4997,1936,0,0.51,73560,33.03,6
999684,2,3.5,4610,1930,2,0.92,74213,34.94,2
160272,1,2.5,3116,1988,0,1.46,99610,79.12,1
999684,3,3.0,2281,1993,0,1.14,71776,3.73,6
845685,3,1.0,2453,1984,1,0.71,58864,35.35,4
911984,3,3.0,3158,2017,1,1.2,95309,32.13,8
593537,3,2.0,3445,1943,0,0.88,42970,87.81,3
999684,4,4.0,2242,2022,2,1.54,38210,39.27,4
999684,5,3.0,4641,1930,0,1.24,54088,22.21,8
484852,4,2.5,3523,1926,2,0.89,70035,55.98,6
687809,1,3.0,840,1902,3,1.19,21683,23.57,2
398030,5,1.5,2670,1946,0,1.77,12962,27.75,5
262368,5,4.0,3177,1944,1,0.75,72248,69.19,9
617384,5,4.0,3692,1981,0,1.28,45552,0.19,5
999684,1,3.0,4291,1971,1,1.02,55321,21.57,5
999684,3,4.0,3347,1920,2,1.29,57350,29.84,7
812674,1,2.0,1343,1948,2,0.71,73565,93.8,6
999684,4,2.0,3684,1949,2,1.12,53861,62.14,9
872926,2,2.5,2284,1902,2,1.66,49164,48.41,7
587099,5,3.0,4166,1927,3,0.55,92095,46.35,8
999684,2,2.0,3397,1935,3,0.34,54963,52.87,9
999684,1,3.0,3789,2014,1,0.36,81227,56.39,4
999684,2,2.5,2676,1969,0,0.43,13532,52.93,4
999684,1,1.5,4291,1986,1,1.38,30733,99.71,2
999684,4,3.0,4504,1909,0,0.3,93463,36.68,5
813736,1,3.0,1503,2005,2,0.9,53114,54.34,2
999684,3,2.5,4997,2009,0,1.39,89018,50.41,6
647871,1,3.5,2737,1902,1,1.28,15456,76.36,3
425004,3,1.5,2066,1937,2,0.85,13413,29.36,8
898271,5,3.0,4997,1980,1,1.16,17085,38.76,7
611931,3,1.5,4997,1986,0,1.12,37937,5.8,4
